NBI DATA - Western Washington,,,,,,,ADT parameter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"move to left, filter by < than",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHECK FILTERS IN THESE CELLS,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
1,0,,0003842A,5/626E,47.94825556,-122.1984528,0,1,1,53,0003842A0000000,1,1,1,5,0,1,61,0,'LOWELL ROAD',,'I-5','2.3 N JCT SR 527',99.99,308.222,1,,0,47565372,122115443,2,3,1,1,11,1950,5,2,96938,2019,5,24.4,0,32,0,1,1,1,1,4,N,0,0,P,5,1,2,4,0,0,3,0,24.5,17.1,43.3,0,0,24.5,25.1,99.99,H,4.78,H,0.9,0,8,7,7,N,N,8,17.2,8,13.3,3,6,3,3,N,8,35,1,43.3,1021,24,N  ,N  ,N  ,,,,2329,466,4658,2014,,,               ,1,R,1,,1,0,2007,1,6,2,0,6,1,,Y,N,140366,2039,,N,53,G,7,1086.83
1,0,,0003842B,5/629A,47.96127222,-122.2007056,0,1,0,53,0003842B0000000,1,5,1,0,0,1,61,0,'I-5 RAMPS',,'BROADWAY AVE. NB','0.1 N JCT I-5',99.99,5.456,1,700002570i,0,47574058,122120254,3,3,1,1,14,1950,1,4,5763,2002,3,5.2,0,30,0,1,1,1,1,4,N,0,0,P,1,1,1,4,0,0,4,0,5.2,14,49.1,0.4,0.8,5.2,7.2,99.99,H,4.37,H,1.7,1.1,7,6,6,N,N,8,15.9,8,12.3,3,2,3,2,N,3,35,1,49.1,1021,24,N  ,N  ,N  ,,,,612,122,1224,2014,,,               ,0,N,1,,1,0,0,1,3,0,0,5,0,,Y,N,11053,2036,,N,53,F,6,353.52
1,1,,0003852A,505/102,46.39583333,-122.6981111,0,1,0,53,0003852A0000000,1,3,1,505,0,4,41,0,'SALMON CREEK',,'SR 505','13.5 E JCT I-5',99.99,26.458,0,,,46234500,122415320,68,3,1,1,7,1951,2,0,587,2019,3,8.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,4,0,0,3,0,7.9,19.8,47.5,0,0,7.9,9.2,99.99,N,0,N,0,0,7,7,7,6,N,8,19.8,8,15.2,4,5,N,5,8,8,35,1,47.5,121,24,N  ,N  ,N  ,,,,936,187,1872,2014,,,               ,0,N,2,,0,0,0,1,3,0,0,20,0,,Y,8,756,2039,,N,53,G,7,437
0,0,,0003884A,507/207,47.02747222,-122.5008611,0,1,1,53,0003884A0000000,1,3,1,507,0,3,53,0,'MUCK CREEK OVERFLOW',,'SR 507','7.4 N JCT SR 702',99.99,61.944,1,,0,47013890,122300310,19,3,1,1,6,1920,2,0,11192,2019,0,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,2,0,12.2,3,9.8,0,0,12.2,12.8,99.99,N,0,N,0,0,6,6,6,8,N,1,29.9,1,17.2,4,5,N,5,8,8,35,1,9.8,818,48,N  ,N  ,N  ,,,,218,44,435,2014,,,               ,0,N,2,,0,0,1950,1,6,2,0,7,1,,Y,7,16206,2039,,N,53,F,6,125.44
0,0,,0003884B,507/208,47.03252778,-122.4943611,0,1,1,53,0003884B0000000,1,3,1,507,0,3,53,0,'MUCK CREEK',,'SR 507','7.9 N JCT SR 702',99.99,62.684,1,,0,47015710,122293970,19,3,1,1,6,1920,2,0,11192,2019,0,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,7.7,4.3,14,0,0,7.7,8.4,99.99,N,0,N,0,0,6,6,6,8,N,1,34.5,1,20.9,5,2,N,5,8,8,35,1,14,818,48,N  ,N  ,N  ,,,,313,63,626,2014,,,               ,0,N,2,,0,0,1950,1,6,2,0,7,1,,Y,7,16206,2039,,N,53,F,6,117.6
1,1,,0003910A,542/21,48.84858333,-122.16125,0,1,1,53,0003910A0000000,1,3,1,542,0,1,73,0,'BELL CREEK',,'SR 542','3.1 E JCT SR 9',99.99,28.405,1,,0,48505490,122094050,37,3,1,1,6,1951,2,0,5211,2019,3,11,0,20,0,1,1,1,1,5,0,0,0,A,1,5,2,4,0,0,3,0,11,17.4,29,0,0,11,12.2,99.99,N,0,N,0,0,3,7,7,8,N,1,34.5,1,20.9,5,4,N,5,8,8,35,1,29,521,24,N  ,N  ,N  ,,,,722,144,1444,2014,,,               ,0,N,2,,0,2,0,1,6,2,0,8,1,,Y,5,7482,2039,,N,53,P,3,353.8
1,1,,0003922A,5/230,46.71173611,-122.9755028,0,1,1,53,0003922A0000000,1,1,1,5,0,4,41,0,'SR 507  MELLEN ST',,'I-5','3.7 N JCT SR 6',99.99,131.435,1,,0,46424225,122583181,0,3,1,1,11,1951,4,2,59183,2019,6,25.3,3,0,0,1,1,1,1,5,N,0,0,A,1,1,2,4,0,0,3,0,11.9,11,28.7,0.3,0.3,23.8,25.9,99.99,H,4.39,H,1.7,1.5,6,5,6,N,N,1,76.2,1,45.4,5,9,3,5,N,8,35,1,28.7,820,24,N  ,N  ,N  ,,,,1598,320,3196,2014,,,               ,1,N,2,,1,0,1972,1,6,2,0,17,1,,Y,N,76227,2039,,N,53,F,5,743.33
0,0,,0003936A,5/228,46.691,-122.9699167,0,1,1,53,0003936A0000000,1,1,1,5,0,4,41,0,'SALZER CREEK',,'I-5','2.2 N JCT SR 6',99.99,129.085,1,,0,46412760,122581170,10,3,1,1,11,1951,4,0,75990,2019,6,24.4,3,0,0,1,0,1,1,5,0,0,0,A,1,5,2,1,0,0,7,0,12.3,6.7,42.7,0.2,0.2,24.7,26.3,99.99,N,0,N,0,0,6,6,7,7,N,8,35.3,8,27.2,6,9,N,5,8,8,35,1,42.7,1020,24,N  ,N  ,N  ,,,,2296,459,4592,2014,,,               ,1,N,2,,1,0,1972,1,6,2,0,19,1,,Y,8,97875,2039,,N,53,F,6,1123.01
1,0,,0003939B,#N/A,48.55733333,-122.4443611,0,1,0,53,0003939B0000000,1,4,1,31010,0,1,57,99057,'N DRAINAGE DITCH',,'FARM TO MARKET RD.','7.7 N JCT SR 20',99.99,0.001,0,,,48332640,122263970,8,3,2,2,7,1951,2,0,1554,2019,3,7.9,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,7.9,8.8,9.8,0,0,7.9,9.1,99.99,N,0,N,0,0,7,6,7,8,N,3,50.8,3,29.9,6,4,N,5,6,8,34,1,9.8,621,24,N  ,N  ,N  ,,,,179,36,358,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,8,0,,Y,5,2806,2039,,N,53,F,6,89.18
1,0,,0004040F,90/75N,47.53333333,-121.9583333,0,1,1,53,0004040F0000000,1,1,1,90,0,1,33,0,'E FK ISSAQUAH CR',,'I-90','5.6 E JCT SR 900',99.99,34.504,1,,0,47320000,121573000,2,3,1,1,1,1951,3,0,36707,2019,6,15.8,0,0,0,1,0,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,16.4,6.1,15.8,0,0,16.4,22.3,99.99,N,0,N,0,0,6,7,7,6,N,8,39.9,8,30.8,7,6,N,5,6,8,35,1,15.8,521,24,N  ,N  ,N  ,,,,562,112,1123,2014,,,               ,1,L,1,,1,0,1975,1,6,0,0,8,1,,Y,8,51830,2039,,N,53,F,6,352.34
1,0,,0004057A,#N/A,46.85656111,-123.0370917,0,1,0,53,0004057A0000000,1,4,1,12945,0,3,67,99067,'CREEK',,'LITTLEROCK RD.','3.9 N SR 12',99.99,0.001,0,,,46512362,123021353,29,3,2,2,7,1951,2,0,3164,2020,5,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,7.9,6.7,18.3,0,0,7.9,9.4,99.99,N,0,N,0,0,7,6,6,8,N,1,73.5,1,43.5,6,3,N,5,8,6,31,1,21.3,620,24,N  ,N  ,N  ,,,,1064,213,2128,2014,,,               ,0,N,2,,0,0,0,1,6,8,0,15,0,,Y,5,4887,2042,,N,53,F,6,172.02
0,0,,0004057B,#N/A,46.89755278,-123.0198139,0,1,1,53,0004057B0000000,1,4,1,12945,0,3,67,99067,'BEAVER CREEK',,'LITTLE ROCK RD','6.9 JCT SR 12',99.99,0.001,0,,,46535119,123011133,11,3,2,2,7,1951,2,0,3577,2020,5,7.9,0,30,0,1,1,0,1,5,0,0,0,A,1,5,2,1,0,0,6,0,7.9,7.3,41.8,0,0,7.9,9.4,99.99,N,0,N,0,0,7,7,7,7,N,1,81.6,1,49,7,3,N,5,7,6,31,1,44.8,620,24,N  ,N  ,N  ,,,,2234,447,4469,2014,,,               ,0,N,2,,0,0,0,1,6,8,0,15,1,,Y,5,5530,2042,,N,53,G,7,392.92
1,0,,0004078A,109/11,47.05663889,-124.0497222,0,1,1,53,0004078A0000000,1,3,1,109,0,3,27,0,'JESSIE SLOUGH',,'SR 109','10.8 N JCT US 101',99.99,17.349,1,,0,47032390,124025900,6,3,1,1,6,1952,2,0,6177,2019,3,8.5,0,0,0,1,0,1,0,5,0,0,0,A,1,5,2,1,0,0,5,0,7.9,6.7,31.1,0,0,7.9,9.1,99.99,N,0,N,0,0,7,7,6,6,N,8,32.4,8,24.9,6,2,N,5,8,8,35,1,31.1,618,24,N  ,N  ,N  ,,,,612,122,1224,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,6,1,,Y,8,7066,2039,,N,53,F,6,283.01
0,0,,0004087A,12/249,46.54925,-122.2687222,0,1,1,53,0004087A0000000,1,2,1,12,0,4,41,0,'LAKE CR',,'US 12','0.3 E JCT SR 7',99.99,157.716,1,,0,46325730,122160740,3,3,1,1,2,1952,2,0,4701,2019,3,11,0,45,0,1,0,1,0,5,0,0,0,A,1,5,2,4,0,0,3,0,11,9.8,25.6,0,0,11,12.2,99.99,N,0,N,0,0,7,7,7,6,N,1,57.1,1,34.5,7,5,N,5,8,8,35,1,25.6,818,48,N  ,N  ,N  ,,,,638,128,1277,2014,,,               ,0,N,2,,1,2,0,1,6,0,0,21,1,,Y,5,6054,2039,,N,53,G,7,312.32
0,0,,0004101A,#N/A,47.975,-122.3483333,0,1,1,53,0004101A0000000,1,3,1,525,0,1,29,0,'POSSESSION SOUND',,'SR 525','1.9 N JCT SR 526',4.88,13.647,1,,0,47583000,122205400,0,1,1,1,2,1987,2,0,12000,2010,5,6.7,0,0,0,N,N,N,N,5,0,0,0,A,5,5,3,15,3,15,1,1,6.1,24.4,32,0.5,0.5,6.1,7.3,4.88,N,0,N,0,0,7,5,7,8,N,1,38.1,1,22.7,5,2,N,5,8,8,35,1,32,621,24,Y24,Y60,Y24,621,519,621,504,101,1008,2014,,,               ,0,N,1,,1,0,2000,4,5,0,0,5,1,,Y,3,21048,2036,0,N,53,F,5,233.6
0,0,,0004103A,109/17,47.115,-124.1691667,0,1,1,53,0004103A0000000,1,3,1,109,0,3,27,0,'COPALIS R',,'SR 109','5.3 N JCT SR 115',99.99,34.424,0,,,47065400,124100900,34,3,1,1,7,1952,2,0,1302,2019,2,9.8,0,0,0,0,0,1,0,5,0,0,0,A,5,5,7,2,0,0,14,0,7.4,5.8,81.7,1.1,0,7.4,9.1,99.99,N,0,N,0,0,7,6,6,7,N,2,36.3,2,24.5,6,4,N,5,6,6,35,1,81.7,518,24,N  ,Y60,N  ,,618,,1822,364,3645,2014,,,               ,0,N,2,,0,0,0,8,6,0,0,7,1,,Y,8,1489,2039,,N,53,F,6,743.47
1,0,,0004106A,105/108,46.89913889,-123.9995278,0,1,1,53,0004106A0000000,1,3,1,105,0,3,27,0,'JOHNS RIVER',,'SR 105','7.0 N JCT SR 105 SP',99.99,59.916,1,,0,46535690,123595830,114,3,1,1,6,1952,2,0,6419,2019,5,11.6,0,0,0,1,1,1,1,5,1,9.4,34.1,A,1,5,4,2,2,4,3,6,7.9,36.6,177.7,0.9,0.9,7.9,10.3,99.99,N,0,N,0,0,6,6,6,8,N,1,44.4,1,26.3,6,3,N,5,8,8,35,1,177.7,620,24,Y24,Y60,N  ,620,621,,4664,933,9328,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,5,1,3,Y,3,7343,2039,,N,53,F,6,1830.31
0,0,,0004116A,44985,47.86402778,-121.8006667,0,1,1,53,0004116A0000000,1,2,1,2,0,1,61,0,'SULTAN MILL POND',,'US 2','8.2 E JCT SR 203',99.99,37.128,1,,0,47515050,121480240,2,3,1,1,14,1952,2,0,18477,2019,3,11.6,0,0,0,1,0,1,1,5,0,0,0,A,1,5,2,4,0,0,3,0,7.9,13.7,35.7,0.7,0.7,7.9,10.6,99.99,N,0,N,0,0,7,7,6,7,N,8,26.2,8,20.4,5,2,N,5,8,8,35,1,35.7,320,24,N  ,N  ,N  ,,,,936,187,1872,2014,,,               ,0,N,2,,1,0,0,5,6,2,0,6,1,,Y,8,26754,2039,,N,53,F,6,378.42
0,0,,0004130A,108/103,47.09905556,-123.1909722,0,1,1,53,0004130A0000000,1,3,1,108,0,3,45,0,'SKOOKUM CREEK',,'SR 108','2.4 E GRAYS HBR CO',99.99,10.718,1,,0,47055660,123112750,56,3,1,1,6,1952,2,0,3319,2019,2,8.5,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,2,0,0,4,0,8.4,5.2,21.3,0,0,8.4,9,99.99,N,0,N,0,0,6,6,6,6,N,2,34.5,2,23.6,6,3,N,5,6,8,35,1,21.3,220,24,N  ,N  ,N  ,,,,420,84,840,2014,,,               ,0,N,2,,0,0,0,8,6,0,0,18,1,,Y,5,4474,2039,,N,53,F,6,191.7
0,0,,0004130B,108/106,47.12497222,-123.1138056,0,1,1,53,0004130B0000000,1,3,1,108,0,3,45,0,'SKOOKUM CREEK',,'SR 108','6.9 E GRAYS HBR CO',99.99,17.88,1,,0,47072990,123064970,56,3,1,1,6,1952,2,0,3659,2019,2,8.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,7,2,0,0,5,0,8.5,5.2,26.5,0,0,8.5,8.7,99.99,N,0,N,0,0,6,6,6,5,N,2,36.3,2,25.4,6,4,N,5,8,8,35,1,26.5,321,24,N  ,N  ,N  ,,,,522,104,1044,2014,,,               ,0,N,2,,0,0,0,8,6,0,0,15,1,,Y,8,4932,2039,,N,53,F,6,230.55
0,0,,0004133A,45000,47.37504722,-122.835825,0,1,1,53,0004133A0000000,1,3,1,3,0,3,45,0,'SHERWOOD CREEK',,'SR 3','20.5 N JCT US 101',99.99,32.766,1,,0,47223017,122500897,35,3,1,1,2,1952,2,0,10426,2019,5,11,0,0,0,1,1,1,0,5,0,0,0,A,5,5,2,4,0,0,3,0,7.9,17.1,44.8,0.9,0.9,7.9,10.3,99.99,N,0,N,0,0,6,7,6,3,N,8,25.9,8,20.1,5,2,N,5,8,8,35,1,44.8,222,24,N  ,N  ,N  ,,,,1326,265,2653,2022,,,               ,0,N,2,,1,0,0,1,6,2,0,8,1,,Y,3,14054,2039,,N,53,F,6,461.44
1,1,,0004146A,503/103,45.98983333,-122.3609722,0,1,1,53,0004146A0000000,1,3,1,503,0,4,15,0,'SPEELYAI CREEK',,'SR 503','2.8 N CLARK CO',99.99,49.455,1,,0,45592340,122213950,109,3,1,1,6,1952,2,0,832,2019,3,7.3,0,0,0,1,1,1,0,5,0,0,0,A,1,5,2,1,0,0,5,0,7.9,8.5,26.2,0,0,7.9,9.1,99.99,N,0,N,0,0,7,7,7,8,N,1,50.8,1,29.9,7,5,N,5,8,3,35,1,26.2,920,24,N  ,N  ,N  ,,,,447,89,894,2014,,,               ,0,N,2,,0,2,0,1,1,0,0,11,1,,Y,3,1111,2039,,N,53,G,7,238.42
0,0,,0004152A,112/41,48.11895833,-123.6632389,0,1,0,53,0004152A0000000,1,3,1,112,0,3,9,0,'SALT CREEK',,'SR 112','31.4 E JCT SR 113',99.99,87.79,0,,,48070825,123394766,43,3,1,1,7,1952,2,0,3548,2019,3,9.1,0,20,0,1,0,1,0,5,0,0,0,A,1,5,2,1,0,0,4,0,8.5,6.1,21.9,0,0,8.5,9.7,99.99,N,0,N,0,0,7,7,7,6,N,8,26.9,8,20.7,5,4,N,5,8,8,35,1,21.9,920,24,N  ,N  ,N  ,,,,461,92,922,2014,,,               ,0,N,2,,0,0,0,1,6,2,0,8,0,,Y,3,4442,2039,,N,53,G,7,212.43
0,0,,0004174A,530/128,48.27427222,-121.9108611,0,1,1,53,0004174A0000000,1,3,1,530,0,1,61,0,'N FK STILLAGUAMISH RIVER',,'SR 530','12.7 E JCT SR 9',99.99,54.492,1,,0,48162738,121543910,5,3,1,1,6,1949,2,0,4130,2019,5,7.3,0,0,0,1,1,1,1,5,0,0,0,A,5,5,2,5,0,0,3,0,7.9,54.9,91.4,0.5,1.1,7.9,9.4,99.99,N,0,N,0,0,7,7,7,8,N,1,60.8,1,36.3,7,3,N,5,8,8,35,1,91.4,920,24,N  ,N  ,N  ,,,,1560,312,3120,2014,,,               ,0,N,2,,0,0,0,1,6,2,0,12,1,,Y,5,5980,2039,,N,53,G,7,859.16
0,0,,0004178A,5/651W,48.05170556,-122.1847389,0,1,1,53,0004178A0000000,1,1,1,5,0,1,61,0,'SR 528       4TH ST',,'I-5','5.3 N JCT US 2',99.99,320.436,1,,0,48030614,122110506,2,3,1,1,11,1952,3,4,65189,2019,5,16.5,0,0,0,1,1,1,1,4,N,0,0,A,1,1,2,4,0,0,3,0,17.7,16.8,37.8,0,0,17.7,18.4,99.99,H,4.9,H,0.3,0,6,7,7,N,N,8,37.3,8,28.8,7,7,3,5,N,8,35,1,37.8,321,24,N  ,N  ,N  ,,,,1389,278,2778,2014,,,               ,1,L,1,,1,1,0,1,6,2,0,9,1,,Y,N,94393,2039,,N,53,F,6,695.52
0,0,,0004196A,#N/A,48.04338889,-122.1808611,0,1,1,53,0004196A0000000,1,1,1,5,0,1,61,0,'EBEY SL / SR 529 / RR',,'I-5','4.7 N JCT US 2',99.99,319.471,1,,0,48023620,122105110,2,3,1,1,11,1954,4,3,66056,2019,5,15.8,0,0,1,1,1,1,1,5,0,0,0,A,5,8,4,2,2,4,3,25,16.6,37.8,585.2,1.4,1.4,16.6,19.9,99.99,H,5.61,H,1.1,1.4,6,6,6,8,N,1,41.7,1,24.5,6,4,3,5,8,8,35,1,585.2,1020,24,N  ,Y60,Y24,,720,1020,20736,4147,41472,2014,,,               ,1,L,1,,1,0,1968,1,3,0,0,6,1,,Y,5,95649,2039,,N,53,F,6,11645.48
1,0,,0004201A,112/35,48.16358889,-123.94425,0,1,0,53,0004201A0000000,1,3,1,112,0,3,9,0,'E TWIN R',,'SR 112','16.0 E JCT SR 113',99.99,62.7,0,,,48094892,123563930,37,3,1,1,7,1952,2,0,854,2019,3,8.5,0,15,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,5,0,7.9,9.1,40.8,0,0,7.9,9.1,99.99,N,0,N,0,0,8,7,7,7,N,8,38.2,8,29.5,7,5,N,5,8,8,35,1,40.8,1020,24,N  ,N  ,N  ,,,,804,161,1608,2014,,,               ,0,N,2,,0,0,0,1,6,2,0,14,0,,Y,3,1069,2039,,N,53,G,7,371.28
0,0,,0004204A,5/216E,46.59811111,-122.9018056,0,1,1,53,0004204A0000000,1,1,1,5,0,4,41,0,'NEWAUKUM RIVER',,'I-5','1.2 N JCT SR 508',99.99,116.243,1,,0,46355320,122540650,2,3,1,1,11,1952,2,0,29641,2019,5,11,0,15,0,1,1,1,1,5,0,0,0,A,1,5,2,4,0,0,5,0,11.1,27.4,86.6,0,0,11.1,12,99.99,N,0,N,0,0,6,5,7,5,N,8,25.3,8,19.4,4,5,N,5,8,8,35,1,86.6,1020,24,N  ,N  ,N  ,,,,2158,432,4317,2014,,,               ,1,R,1,,1,0,1976,1,6,2,0,19,1,,Y,3,38177,2039,,N,53,F,5,1039.2
0,0,,0004204B,5/216W,46.59805556,-122.9020556,0,1,1,53,0004204B0000000,1,1,1,5,0,4,41,0,'NEWAUKUM RIVER',,'I-5','1.2 N JCT SR 508',99.99,116.243,1,,0,46355300,122540740,2,3,1,1,11,1952,2,0,29641,2019,5,11,0,15,0,1,1,1,1,5,0,0,0,A,1,5,2,4,0,0,5,0,11.1,27.4,86.6,0,0,11.1,12,99.99,N,0,N,0,0,6,6,7,5,N,8,25.3,8,19.4,4,5,N,5,8,8,35,1,86.6,1020,24,N  ,N  ,N  ,,,,2158,432,4317,2014,,,               ,1,L,1,,1,0,1976,1,6,2,0,19,1,,Y,3,38177,2039,,N,53,F,6,1039.2
0,0,,0004241A,500/24,45.58407222,-122.3974722,0,1,0,53,0004241A0000000,1,3,1,500,0,4,11,0,'WASHOUGAL RIVER',,'SR 500','14.4 E JCT SR 503',99.99,31.527,0,,,45350266,122235090,16,3,1,1,16,1954,2,0,4266,2019,3,11,0,0,0,0,0,1,0,5,0,0,0,A,5,5,2,5,1,1,4,2,7.9,51.8,140.2,0.3,1.4,7.9,9.8,99.99,N,0,N,0,0,7,6,6,8,N,8,32.1,8,24.9,6,3,N,5,8,8,35,1,140.2,921,24,N  ,N  ,N  ,,,,3496,699,6992,2014,,,               ,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,3,6177,2039,,N,53,F,6,1373.96
0,0,,0004241B,500/24UV,45.58411389,-122.397525,0,1,0,53,0004241B0000000,1,3,1,500,0,4,11,0,'UTILITY VAULT',,'SR 500','14.4 E JCT SR 503',99.99,31.511,0,,,45350281,122235109,16,3,1,1,16,1954,2,0,4266,2019,0,7.9,0,0,0,N,N,N,N,4,N,0,0,A,1,0,1,19,0,0,1,0,7.9,9.8,9.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,N,7,0,40.8,0,24.5,6,N,N,5,N,8,35,1,9.8,921,24,N  ,N  ,N  ,,,,179,36,358,2014,,,               ,0,N,2,,0,0,0,N,N,N,N,6,0,,Y,N,6177,2039,,N,53,G,7,77.42
0,0,,0004271A,401/10,46.36666667,-123.8106389,0,1,1,53,0004271A0000000,1,3,1,401,0,4,49,0,'NASELLE R',,'SR 401','11.4 N JCT US 101',99.99,18.298,1,,0,46220000,123483830,11,3,1,1,2,1953,2,0,3012,2019,3,12.8,0,0,0,1,1,1,0,5,0,0,0,A,5,5,2,4,0,0,4,0,7.9,18.3,67.7,0.8,0.8,7.9,10.3,99.99,N,0,N,0,0,7,7,6,6,N,8,22,8,16.8,4,3,N,5,8,8,35,1,67.7,821,24,N  ,N  ,N  ,,,,1954,391,3907,2014,,,               ,2,N,2,,1,0,0,1,1,0,0,10,1,,Y,3,3662,2039,,N,53,F,6,697.31
0,0,,0004281A,9/208,48.39988889,-122.2383056,0,1,0,53,0004281A0000000,1,3,1,9,0,1,57,0,'W FK NOOKACHAMPS CREEK',,'SR 9','7.3 N JCT SR 534',99.99,76.09,1,,0,48235960,122141790,13,3,1,1,6,1952,2,0,5037,2019,3,7.3,0,0,0,1,0,1,0,4,0,0,0,A,1,5,7,1,0,0,4,0,7.8,5.2,21.3,0,0,7.8,8.1,99.99,N,0,N,0,0,6,6,6,8,N,2,78.9,2,58,6,2,N,5,8,8,35,1,21.3,1021,24,N  ,N  ,N  ,,,,364,73,728,2014,,,               ,0,N,2,,0,0,0,8,6,0,0,10,0,,Y,3,7414,2039,,N,53,F,6,172.53
0,0,,0004281B,9/308,48.77177778,-122.2016667,0,1,0,53,0004281B0000000,1,3,1,9,0,1,73,0,'CREEK',,'SR 9','9.1 N SKAGIT CO',99.99,122.326,0,,,48461840,122120600,6,3,1,1,7,1952,2,0,3325,2019,3,8.8,0,35,0,1,0,1,1,5,0,0,0,A,1,5,7,1,0,0,2,0,9,4.3,10.1,0,0,9,9.1,99.99,N,0,N,0,0,5,5,6,8,N,2,88.9,2,65.3,5,4,N,5,6,8,35,1,10.1,920,24,N  ,N  ,N  ,,,,204,41,409,2014,,,               ,0,N,2,,0,0,1978,8,6,0,0,21,0,,Y,8,4774,2039,,N,53,F,5,91.91
0,0,,0004281C,9/309,48.77241667,-122.2016389,0,1,0,53,0004281C0000000,1,3,1,9,0,1,73,0,'SLOUGH',,'SR 9','9.2 N SKAGIT CO',99.99,122.391,0,,,48462070,122120590,6,3,1,1,7,1952,2,0,3325,2019,3,8.8,0,0,0,1,0,1,1,5,0,0,0,A,1,5,7,1,0,0,2,0,9,5.2,11,0,0,9,9.1,99.99,N,0,N,0,0,7,7,6,8,N,2,63.5,2,45.4,6,4,N,5,6,8,35,1,11,818,48,N  ,N  ,N  ,,,,223,45,446,2014,,,               ,0,N,2,,0,0,1976,8,6,0,0,21,0,,Y,5,4774,2039,,N,53,F,6,100.1
0,0,,0004281D,9/310,48.77919444,-122.2000556,0,1,0,53,0004281D0000000,1,3,1,9,0,1,73,0,'BLACK SLOUGH',,'SR 9','9.7 N SKAGIT CO',99.99,123.163,0,,,48464510,122120020,6,3,1,1,7,1952,2,0,3325,2019,3,7.9,0,0,0,1,0,1,0,5,0,0,0,A,1,5,7,1,0,0,2,0,8.8,5.2,11,0,0,8.8,9.1,99.99,N,0,N,0,0,7,7,7,8,N,2,77.1,2,55.3,7,4,N,5,6,8,35,1,11,521,24,N  ,N  ,N  ,,,,202,40,403,2014,,,               ,0,N,2,,0,0,1978,8,6,0,0,21,0,,Y,8,4774,2039,,N,53,G,7,100.1
0,0,,0004325A,101/258,47.70244444,-122.8955278,0,1,1,53,0004325A0000000,1,2,1,101,0,3,31,0,'OYSTER BED CREEK',,'US 101','20.7 S JCT SR 104',99.99,492.153,1,,0,47420880,122534390,159,3,1,1,2,1952,2,0,3246,2019,3,11.6,0,0,0,0,1,1,1,5,0,0,0,A,5,5,2,1,0,0,4,0,7.9,9.1,31.7,0.8,0,7.9,9.8,99.99,N,0,N,0,0,7,7,7,8,N,1,39.9,1,23.6,6,3,N,5,8,8,35,1,31.7,918,48,N  ,N  ,N  ,,,,832,166,1664,2014,,,               ,0,N,2,,1,0,0,1,6,2,0,12,1,,Y,8,4414,2039,,N,53,G,7,310.66
0,0,,0004328A,9/205,48.35575,-122.2035278,0,1,0,53,0004328A0000000,1,3,1,9,0,1,57,0,'LAKE CREEK',,'SR 9','3.7 N JCT SR 534',99.99,70.328,0,,,48212070,122121270,40,3,1,1,7,1952,2,0,1631,2019,3,7.9,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,4,0,11,5.5,20.7,0.3,0.3,11,12.3,99.99,N,0,N,0,0,6,6,7,7,N,8,31.4,8,24.3,6,6,N,5,6,8,35,1,20.7,818,48,N  ,N  ,N  ,,,,381,76,762,2014,,,               ,0,N,2,,0,0,0,1,6,2,0,10,0,,Y,8,2400,2039,,N,53,F,6,254.61
0,0,,0004328B,9/311,48.78186111,-122.1948333,0,1,0,53,0004328B0000000,1,3,1,9,0,1,73,0,'BLACK SLOUGH',,'SR 9','10.0 N SKAGIT CO',99.99,123.694,0,,,48465470,122114140,69,3,1,1,7,1900,2,0,3325,2019,3,8.5,0,0,0,1,1,1,0,5,0,0,0,A,1,5,2,1,0,0,4,0,10.8,7.3,26.8,0,0,10.8,12.2,99.99,N,0,N,0,0,7,7,7,8,N,1,49,1,29.9,7,5,N,5,8,8,35,1,26.8,718,48,N  ,N  ,N  ,,,,528,106,1056,2014,,,               ,0,N,2,,0,0,1952,1,3,0,0,21,0,,Y,8,4774,2039,,N,53,G,7,326.96
